hour,temp
0,283.0
2,288.01435658253934
4,291.68896717340294
6,293.0430696295378
8,291.71768007280144
10,288.0717823222968
12,283.0861384620376
14,278.1004944246601
16,274.4545961428014
18,273.1292057004761
20,274.483306916789
22,278.1579159136001
24,283.1722705478597
26,288.18662482789614
28,291.8612327620384
30,293.21533220723893
32,291.8899392853615
34,288.24403781551587
36,283.2583898817234
38,278.2727414166289
40,274.6268383528784
42,273.3014427744965
44,274.65553850059837
46,278.33014165305553
48,283.3444900888302
50,288.3588378162634
52,292.0334388436978
54,293.38753102809983
56,292.06213049134834
58,288.4162210525687
60,283.4305647957987
62,278.44490765370034
64,274.7989955589374
66,273.4735905955531
68,274.8276765826819
70,278.5022696422154
72,283.51660763113665
74,288.530944557808
76,292.2055344305945
78,293.5596151064855
80,292.2342027073835
82,288.58828105243833
84,283.60261222571273
86,278.6169421598948
88,274.97101678767484
90,273.6455981931233
92,274.99967019540287
94,278.6742489164338
96,283.68857221322867
98,288.7028940941802
100,292.37746856768405
102,293.7315334907616
104,292.40610498534767
106,288.76016687062514
108,283.77448123069087
110,278.7887939982672
112,275.14285110607995
114,273.81741463823573
116,275.17146841393384
118,278.84602855513214
120,283.8603329188812
122,288.87463551361316
124,292.549190347763
126,293.90323527839263
128,292.577786427478
130,288.9318276142438
132,283.9461209228296
134,278.9604122860009
136,275.31444763652786
138,273.98898905856163
140,275.34302037134694
142,279.01755769688805
144,284.03183889228256
146,289.04611796600983
148,292.72064892655385
150,294.0746696310252
152,292.7491962014499
154,289.10321245710315
156,284.1174804821759
158,279.1317462094857
160,275.4857555718552
162,274.16027065348925
164,275.5142752736868
166,279.18878555450704
168,284.2030393531031
170,289.2172906780108
172,292.89179353777126
174,294.24578578955277
176,292.9202835554401
178,289.27427065476763
180,284.28850917178613
182,279.3027450393741
184,275.65672419041556
186,274.3312087091776
188,275.685182415022
190,279.3596614300714
192,284.3738836115436
194,289.3881029680392
196,293.0625735081653
198,294.41653308915676
200,293.0909978331652
202,289.44495155959333
204,284.45915635276043
206,279.47335814561444
208,275.82730287110957
210,274.5017526135835
212,275.85569119246986
214,279.53013472996355
216,284.54432108335504
218,289.55850426131923
220,293.2329382725371
222,294.586860974319
224,293.2612884888925
226,289.61520463573663
228,284.62937149924824
230,279.6435350124533
232,275.9974411083846
234,274.6718518714596
236,276.02575112119183
238,279.7001549798574
240,284.7143013048283
242,289.7284441048619
244,293.4028373887223
246,294.7567190138033
248,293.43110510241735
250,289.7849794741286
252,284.7991042134201
254,279.8132252534042
256,276.1670885272011
258,274.84145611931655
260,276.19531184935295
262,279.8696718396757
264,284.88377394774744
266,289.8978721824161
268,293.5722205525378
270,294.9260569155987
272,293.60039739400435
274,289.9542258074129
276,284.96830424040155
278,279.9823786261784
280,276.3361948979596
282,275.0105151403474
284,276.3643231730419
286,280.0386351185064
288,285.05268883430256
290,290.0667383293778
292,293.74103761268856
294,295.0948245418223
296,293.7691152392858
298,290.1228935248399
300,285.13692148316517
302,280.1509450475732
304,276.50471015138487
306,275.17897887930775
308,276.53273505114794
310,280.2069947894754
312,285.22099595195937
314,290.2349925476554
316,293.9092385856286
318,295.26297192357606
320,293.937208684115
322,290.29093268711716
324,285.3049060173747
326,280.3188746083117
328,276.67258439336246
330,275.3467974573479
332,276.7004976201889
334,280.37470100457085
336,285.3886454682786
338,290.40258502048454
340,294.0767736703712
342,295.43044927575386
344,294.10462795936843
346,290.458293541206
348,285.4722081061793
350,280.48611758783323
352,276.8397679197233
354,275.5139211867934
356,276.867561209087
358,280.5417041094136
360,285.5555877456823
